com.cmcltd.CDSL,android.permission.INTERNET,com.cmcltd.CDSL.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,android.permission.ACCESS_NETWORK_STATE,android.permission.WRITE_EXTERNAL_STORAGE,

com.google.android.contacts,android.permission.READ_PHONE_STATE,android.permission.FOREGROUND_SERVICE,android.permission.READ_PHONE_NUMBERS,android.permission.WAKE_LOCK,android.permission.CALL_PHONE,android.permission.POST_NOTIFICATIONS,android.permission.ACCESS_RCS_USER_CAPABILITY_EXCHANGE,android.permission.READ_SYNC_SETTINGS,android.permission.USE_CREDENTIALS,android.permission.GET_ACCOUNTS,25,android.permission.READ_SYNC_STATS,android.permission.MANAGE_ACCOUNTS,android.permission.RECEIVE_BOOT_COMPLETED,com.google.android.providers.gsf.permission.READ_GSERVICES,android.permission.SET_DEFAULT_ACCOUNT_FOR_CONTACTS,28,android.permission.VIBRATE,android.permission.READ_EXTERNAL_STORAGE,android.permission.GET_ACCOUNTS_PRIVILEGED,android.permission.INTERNET,android.permission.READ_CONTACTS,android.permission.NFC,android.permission.WRITE_CONTACTS,android.permission.HIDE_OVERLAY_WINDOWS,android.permission.FOREGROUND_SERVICE_DATA_SYNC,com.cmcltd.CDSL.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,com.google.android.c2dm.permission.RECEIVE,com.android.launcher.permission.INSTALL_SHORTCUT,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.ACCESS_NETWORK_STATE,android.permission.WRITE_SETTINGS,android.permission.WRITE_SYNC_SETTINGS,

